timestamp,test_name,jsonl_filename,total_samples,normal_count,anomaly_count,anomaly_ratio,kafka_streaming_success,accuracy,precision,recall,f1_score,total_predictions,avg_processing_time_ms,cache_hit_rate,kafka_messages_processed
2025-10-04 17:28:59,evaluation/anomaly-injection-tests/eval_test_40,evaluation/anomaly-injection-tests/hdfs_eval_test_40.jsonl,10000,6000,4000,0.4,True,0,0,0,0,0,0,0,0
